radio_cens,Casa Tipo A,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,NSA :,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820633413,732,139,0,10,0,0,0,0,0,881,0
820633501,176,59,0,1,0,0,0,1,0,237,0
820633502,208,21,1,37,0,0,0,1,0,268,0
820633503,171,43,0,22,0,0,0,0,0,236,0
820633504,182,6,0,42,0,0,0,0,0,230,0
820633505,167,1,0,55,0,0,0,0,0,223,0
820633506,278,3,2,41,0,0,0,0,0,324,0
820633507,189,3,0,125,0,0,0,1,0,318,0
820633508,111,1,0,206,0,0,0,0,0,318,0
820633509,119,2,0,186,0,2,0,0,0,307,0
820700101,240,41,1,2,0,1,2,0,1,288,1
820700102,71,21,0,0,0,0,0,0,0,92,0
820700103,27,6,0,0,0,0,0,0,0,33,0
820700104,246,82,0,0,0,0,0,0,1,329,0
820700105,79,21,3,0,0,0,0,1,0,104,0
820700106,25,3,0,0,0,0,0,0,0,28,0
820700107,40,13,0,0,0,0,0,0,0,53,0
820700108,185,42,0,0,0,0,0,0,7,234,0
820700109,48,11,0,0,1,0,0,0,1,61,0
820700110,161,25,0,0,0,0,0,0,0,186,0
820700111,443,34,0,0,1,0,0,0,0,478,0
820700112,54,24,0,0,0,0,0,0,1,79,0
820700113,33,4,0,0,0,0,0,0,0,37,0
820700114,23,13,0,0,0,0,0,0,0,36,0
820700115,70,14,0,0,0,0,0,0,0,84,0
820700116,36,11,0,0,0,0,0,0,0,47,0
820700117,193,10,0,1,0,0,0,2,1,207,0
820700201,369,7,0,0,0,3,3,0,0,379,0
820700202,142,20,2,0,0,0,0,0,0,164,0
820700203,79,10,0,0,0,0,0,0,0,89,0
820700204,336,8,0,0,0,1,0,1,0,345,0
820700205,90,29,1,0,0,0,0,0,4,124,0
820700206,49,19,1,0,0,0,0,0,0,69,0
820700207,176,15,0,0,1,0,0,0,0,192,0
820700208,88,22,0,0,0,0,0,0,0,110,0
820700209,256,15,1,1,0,2,0,2,1,276,0
820700210,117,26,2,0,0,0,0,0,0,145,0
820700211,146,6,0,0,0,0,0,0,0,152,0
820700212,74,24,0,0,0,0,0,0,0,98,0
820700213,383,7,0,1,1,1,0,1,0,393,0
820700214,136,31,0,0,0,0,0,0,0,167,0
820700215,39,2,0,0,0,0,0,0,0,41,0
820700216,33,27,0,0,0,0,0,0,0,60,0
820700217,55,7,0,0,0,0,0,0,0,62,0
820700218,308,44,1,0,0,1,0,0,0,353,0
820700219,476,7,0,0,1,4,0,0,1,485,0
820700220,130,28,0,0,3,0,0,0,1,162,0
820700221,348,3,0,1,1,0,0,0,0,353,0
820700222,329,16,0,0,1,0,0,0,0,346,0
820700301,125,61,11,0,1,0,0,0,11,210,1
820700302,84,27,1,0,0,1,0,0,1,113,0
820700303,372,34,1,5,1,0,2,0,2,417,0
820700304,100,33,0,43,0,2,0,0,3,179,0
820700305,330,12,1,34,0,2,0,0,0,377,0
820700306,229,3,0,13,0,0,0,0,0,245,0
820700307,240,3,0,9,0,0,0,0,0,252,0
820700308,287,0,0,39,1,1,0,1,0,328,0
820700309,265,0,0,64,1,1,0,0,0,330,0
820700310,428,14,4,18,0,0,0,2,1,467,0
820700311,387,28,0,3,0,0,0,0,0,418,0
820700312,244,4,0,7,0,0,0,0,0,255,0
820700313,253,6,1,10,1,0,0,0,0,271,0
820700314,310,15,2,13,0,1,0,0,2,342,0
820700315,403,66,2,10,0,0,0,0,0,481,0
820700316,281,5,0,4,0,0,0,0,0,290,0
820700317,274,2,0,17,0,0,0,0,0,293,0
820700318,449,49,0,1,0,0,0,2,0,501,0
820700319,333,26,0,6,0,0,0,1,2,368,0
820700320,290,27,2,6,0,0,0,0,0,325,0
820700401,387,198,22,0,0,0,0,0,32,639,0
820700402,520,17,2,25,1,1,0,1,1,567,0
820700403,373,2,0,17,0,1,0,1,0,393,0
820700404,349,1,0,4,0,0,0,0,0,354,0
820700405,266,1,0,25,1,2,0,2,0,295,0
820700406,286,16,1,5,0,1,0,3,1,312,0
820700407,205,1,0,27,0,1,0,0,0,233,0
820700408,168,0,0,46,1,2,0,0,0,215,0
820700409,240,1,0,14,0,3,0,0,0,255,0
820700410,391,6,1,139,1,2,6,6,0,550,0
820700411,265,3,0,65,0,4,0,0,0,335,2
820700412,282,0,0,17,0,3,0,0,0,299,0
820700413,295,5,0,56,1,0,0,0,0,357,0
820700414,281,15,0,20,0,0,0,0,2,318,0
820700415,405,38,6,3,0,0,0,1,4,457,0
820700416,411,7,1,21,0,1,0,0,0,440,0
820700417,557,59,1,12,0,0,0,1,3,633,0
820700418,198,5,0,34,0,0,0,0,0,237,0
820700419,265,17,0,54,0,5,0,2,0,338,0
820700420,183,1,0,11,0,0,0,0,0,195,0
820700501,352,28,0,1,13,0,0,0,3,397,0
820700502,189,9,0,0,0,0,0,0,0,198,0
820700503,392,14,0,1,0,0,0,1,0,408,0
820700504,193,6,0,0,1,0,0,0,0,200,0
820700505,162,28,0,1,0,1,0,1,1,193,0
820700506,47,1,0,0,0,0,0,0,0,48,0
820700507,54,8,0,0,0,0,0,0,0,62,0
820700508,436,4,0,0,0,0,0,0,0,440,0
820700509,273,2,0,6,1,0,0,0,0,282,0
820700510,351,0,0,2,1,3,0,0,0,354,0
820700511,590,5,0,4,1,0,0,1,0,601,0
820700512,231,24,0,1,0,0,0,0,0,256,0
820700513,36,8,0,0,0,0,0,0,0,44,0
820700514,23,10,0,0,0,0,0,0,2,35,0
820700515,94,10,0,0,0,0,0,0,0,104,0
820700516,45,6,0,0,0,0,0,0,0,51,0
820700517,286,5,0,9,1,2,1,0,0,302,0
820700518,104,16,0,0,0,0,0,0,0,120,0
820700519,80,23,2,0,0,0,0,0,2,107,0
820700520,54,13,0,0,0,0,0,0,0,67,0
820700521,179,5,0,0,0,0,0,0,0,184,0
820700522,251,0,0,1,3,0,0,0,0,255,0
820700523,467,1,0,3,2,3,0,1,0,474,0
820700524,396,11,1,2,2,0,0,5,2,419,0
820700525,416,7,1,3,0,1,0,0,0,427,0
820700601,482,29,3,0,0,0,0,1,0,515,0
820700602,88,10,0,0,0,4,0,0,0,98,0
820700603,142,91,1,0,1,0,0,0,3,238,0
820700604,45,9,0,0,0,0,0,0,0,54,0
820700605,213,27,1,0,0,0,0,0,4,245,0
820700606,63,9,0,0,0,0,0,0,2,74,0
820700607,203,13,0,0,2,0,0,1,1,220,0
820700608,88,23,0,0,0,0,0,2,0,113,0
820700609,59,13,0,0,0,0,0,0,0,72,0
820700610,41,5,0,0,0,0,0,0,0,46,0
820700611,302,32,0,0,0,1,0,0,4,338,0
820700612,390,84,0,0,0,2,0,0,1,475,0
820700613,162,31,2,1,0,0,0,0,0,196,0
820700701,245,4,0,8,0,0,0,0,0,257,0
820700702,272,14,2,0,0,0,0,0,0,288,0
820700703,265,3,0,13,0,10,0,0,0,281,0
820700704,233,3,0,3,0,0,0,0,0,239,0
820700705,264,34,1,7,0,0,0,0,2,308,0
820700706,227,4,0,6,0,0,0,3,0,240,0
820700707,286,19,0,0,0,0,0,3,0,308,0
820700708,449,47,0,0,0,0,0,0,3,499,0
820700709,83,21,1,0,0,0,0,0,1,106,0
820700710,185,44,2,0,0,0,0,0,2,233,0
820700711,49,10,0,0,0,0,0,0,0,59,0
820700712,311,25,0,0,0,0,0,1,11,348,0
820700713,280,5,0,0,1,0,0,9,0,295,0
820700714,49,5,0,0,0,0,0,0,0,54,0
820700715,352,18,0,0,1,0,2,3,0,376,0
820700716,247,22,0,3,1,1,0,0,0,273,0
820700717,314,5,0,2,0,0,0,0,0,321,0
820700718,289,11,1,4,0,0,0,0,0,305,0
820770101,15,75,0,0,1,0,0,0,15,106,0
820770102,8,58,2,0,0,0,0,0,23,92,1
820770103,98,270,0,0,0,0,0,6,5,379,0
820770104,9,94,9,0,0,0,0,0,24,138,2
820770105,27,66,8,0,0,0,0,0,7,109,1
820770106,57,207,0,0,0,0,0,1,2,267,0
820770107,48,216,0,0,0,0,0,0,0,264,0
820770201,64,94,2,0,0,1,0,0,5,166,1
820770202,89,87,2,0,0,0,0,0,24,203,1
820770203,124,199,0,2,2,1,0,6,1,334,0
820770204,35,129,2,0,1,0,0,0,5,179,7
820770205,3,51,0,0,0,0,0,0,8,62,0
820770206,175,267,1,0,0,1,2,5,4,454,0
820770207,188,238,0,1,3,3,0,10,8,448,0
820770301,50,80,4,0,0,0,0,3,4,144,3
820770302,142,139,5,0,0,0,0,0,1,287,0
820770303,162,240,1,0,0,0,0,0,2,405,0
820770304,276,241,0,0,0,0,2,5,1,525,0
820770305,217,216,5,3,0,0,0,2,12,455,0
820770306,244,70,5,0,0,1,0,1,2,322,0
820770307,305,42,0,3,0,1,0,5,0,355,0
820770308,87,327,4,0,0,0,0,0,1,419,0
820770309,140,99,3,0,0,0,0,0,4,247,1
820770310,45,48,2,0,0,1,0,0,2,97,0
820770311,18,70,1,0,0,0,0,0,2,91,0
820770312,214,38,0,2,1,2,0,0,0,255,0
820770313,254,135,0,0,0,0,0,1,0,390,0
820770314,165,78,0,2,1,4,0,2,0,248,0
820770315,179,22,2,12,0,5,0,2,0,217,0
820770316,160,142,0,3,0,0,0,1,2,308,0
820770317,190,91,1,0,0,1,0,0,0,282,0
820770401,38,40,3,0,0,1,0,0,0,81,0
820770402,159,32,0,0,0,1,0,1,1,193,0
820770403,20,28,0,0,0,0,0,0,1,49,0
820770404,6,49,0,0,0,0,0,1,1,57,0
820770405,1,4,0,0,0,0,0,0,0,5,0
820770406,7,8,0,0,0,0,0,0,0,15,0
820770407,21,28,0,0,0,0,0,0,0,49,0
820770408,19,25,0,0,0,0,0,0,0,44,0
820770409,3,0,0,0,0,0,0,0,0,3,0
820840101,129,41,10,2,1,0,0,0,3,186,0
820840102,382,56,4,0,1,0,0,0,4,447,0
820840103,562,68,4,0,0,0,0,0,7,641,0
820840201,132,59,21,0,3,0,0,4,4,223,0
820840202,220,90,5,0,0,0,0,3,6,324,0
820840203,301,50,3,10,4,1,0,0,0,368,0
820840204,352,71,20,0,0,0,0,0,2,445,0
820840205,250,12,0,3,0,0,0,0,0,265,0
820840206,485,88,11,0,1,0,2,1,10,598,0
820840207,246,6,0,0,0,0,0,0,0,252,0
820840208,439,9,0,4,0,0,0,2,0,454,0
820840209,429,18,3,4,1,0,0,0,10,467,2
820840210,474,29,0,1,1,0,0,0,2,507,0
820840211,205,97,4,0,0,0,0,0,3,309,0
820840212,234,76,2,0,0,1,0,3,0,315,0
820840213,8,6,0,0,0,0,0,0,0,14,0
820840214,367,40,8,17,0,0,0,1,1,435,1
820840301,24,72,19,0,0,0,0,0,21,136,0
820840302,191,169,17,14,0,0,0,2,2,395,0
820840303,235,55,23,15,0,0,0,2,2,332,0
820840304,291,47,5,3,0,0,0,0,0,346,0
820840305,377,63,9,10,1,1,0,8,4,472,0
820840306,387,52,10,26,0,1,0,3,2,480,0
820840307,565,52,1,0,0,0,0,0,2,620,0
820840308,150,166,80,0,1,0,0,0,81,479,1
820840309,257,34,3,0,0,0,0,1,2,297,0
820840310,227,64,3,2,0,0,0,0,3,299,0
820840311,293,157,28,4,0,0,0,0,23,505,0
820840401,137,24,0,0,0,0,0,0,1,162,0
820840402,236,3,0,12,2,0,0,0,0,253,0
820840403,208,1,0,132,0,1,0,0,4,345,0
820840404,307,10,1,2,0,0,0,0,1,321,0
820840405,368,2,2,8,0,0,0,1,0,381,0
820840406,335,1,1,10,1,0,0,0,0,348,0
820840407,205,2,2,4,1,0,0,0,0,214,0
820840408,264,7,0,7,1,0,0,0,0,279,0
820840409,383,1,0,19,0,0,0,0,1,404,0
820840410,239,2,1,2,2,0,0,0,0,246,0
820840411,295,5,2,4,1,0,0,0,0,307,0
820840412,295,7,3,2,0,0,0,0,2,309,0
820840413,291,36,2,2,0,0,0,0,2,333,0
820840414,266,2,0,3,0,0,8,0,0,279,0
820840415,214,14,0,8,0,0,0,0,0,236,0
820840416,115,1,0,0,0,0,0,0,0,116,0
820840417,93,1,0,0,0,0,0,0,0,94,0
820840418,134,2,0,0,0,0,0,0,0,136,0
820840419,71,1,0,0,0,0,0,0,0,72,0
820840420,199,1,0,153,0,2,0,2,0,355,0
820840421,316,80,20,54,0,0,0,0,72,542,0
820840422,237,8,0,0,0,0,0,0,2,247,0
820840501,368,22,24,6,0,3,0,0,0,420,0
820840502,788,62,15,1,0,1,0,5,5,876,0
820840503,230,18,0,149,0,2,0,0,0,397,0
820840504,130,1,0,0,0,2,0,0,0,131,0
820840505,584,13,3,49,0,0,0,0,13,662,0
820840506,309,4,0,21,0,1,0,0,0,334,0
820840507,319,2,0,15,0,0,0,0,0,336,0
820840508,283,0,2,25,1,1,1,0,0,312,0
820840509,281,5,0,21,0,1,0,0,0,307,0
820840510,227,1,0,17,1,4,0,0,0,246,0
820840511,285,2,0,10,0,0,0,0,0,297,0
820840512,157,7,0,17,0,0,0,0,0,181,0
820840513,210,0,0,15,0,0,0,0,0,225,0
820840514,291,23,0,40,0,0,0,0,0,354,0
820840515,213,1,0,0,0,1,0,0,0,214,0
820840516,290,9,0,12,0,0,0,0,0,311,0
820840517,304,6,1,44,0,1,0,0,0,355,0
820840518,366,2,0,45,0,1,0,0,0,413,0
820840519,343,1,0,38,0,1,0,0,0,382,0
820840601,22,3,0,214,0,0,0,0,6,245,0
820840602,4,0,0,343,0,0,0,0,0,347,0
820840603,2,1,0,284,0,0,0,0,0,287,0
820840604,341,97,17,9,0,0,0,0,4,468,0
820840605,153,206,93,13,0,0,0,0,14,479,0
820840606,339,26,3,6,0,0,0,0,0,374,0
820840607,5,0,0,260,0,0,0,0,0,265,0
820840608,0,0,0,294,0,0,0,0,0,294,0
820840609,0,0,0,270,0,0,0,0,0,270,0
820840610,352,2,0,13,0,1,0,0,0,367,0
820840611,338,7,0,2,0,0,0,0,0,347,0
820840612,351,6,0,13,2,0,0,0,0,372,0
820840613,354,5,0,26,1,0,0,0,0,386,0
820840614,389,58,8,20,0,0,0,0,0,475,0
820840615,92,20,6,171,0,0,0,0,0,289,0
820840616,482,52,58,4,0,0,0,0,4,600,0
820840617,265,27,3,2,0,2,0,0,0,297,0
820840618,274,15,0,9,0,0,0,0,3,301,0
820840619,208,13,1,1,0,0,0,0,0,223,0
820840620,4,0,1,294,0,1,0,0,0,299,0
820840621,2,0,0,285,0,0,0,0,0,287,0
820840622,2,0,0,342,0,0,0,0,0,344,0
820840623,247,60,12,1,0,0,0,1,1,322,0
820840624,6,1,12,133,0,0,0,0,2,154,0
820840701,207,33,19,3,2,1,0,0,4,268,0
820840702,257,60,9,4,0,0,0,0,0,330,0
820840703,392,27,7,26,1,0,0,0,0,453,0
820840704,377,50,15,6,0,0,0,0,2,450,0
820840705,544,24,10,40,0,0,0,0,1,619,0
820840706,469,162,19,14,0,0,0,0,7,671,0
820840707,216,61,13,4,0,0,2,0,5,301,0
820840708,238,14,8,8,0,0,0,1,3,272,0
820840709,453,10,6,55,1,0,0,0,0,525,0
820840710,186,0,0,27,0,0,0,0,0,215,2
820840711,197,0,0,64,0,0,0,0,0,261,0
820840712,249,1,1,21,1,0,0,0,0,273,0
820840713,197,0,0,0,0,0,0,0,0,197,0
820840714,258,5,1,15,0,0,0,0,0,279,0
820840715,272,2,1,16,0,1,0,1,0,292,0
820840716,194,1,1,18,2,0,0,0,1,217,0
820840717,270,36,26,10,1,0,0,1,3,348,1
820840718,282,45,20,23,0,0,0,0,12,382,0
820840719,255,0,0,13,1,0,0,0,0,269,0
820840720,271,1,0,57,0,0,0,0,0,329,0
820840721,208,181,18,0,0,0,0,0,13,420,0
820840722,108,34,18,0,1,1,0,0,45,206,0
820840723,39,10,1,231,0,1,0,0,8,289,0
820840724,237,17,5,2,0,0,0,0,5,266,0
820840801,205,1,1,48,0,0,0,0,0,255,0
820840802,260,2,0,52,0,0,0,0,0,314,0
820840803,248,2,0,53,0,1,0,0,0,303,0
820840804,241,0,1,62,0,1,0,0,0,304,0
820840805,241,3,0,88,0,1,0,0,0,332,0
820840806,263,6,1,43,1,0,0,0,0,314,0
820840807,272,15,3,63,2,1,0,0,4,359,0
820840808,252,0,0,85,0,0,0,0,0,337,0
820840809,199,2,0,110,0,1,1,0,0,312,0
820840810,193,9,3,61,0,1,0,3,8,277,0
820840811,99,118,144,1,0,1,0,0,76,438,0
820840901,195,0,0,83,0,0,0,0,4,282,0
820840902,235,2,3,115,0,0,0,0,0,355,0
820840903,191,3,0,31,1,0,0,0,0,226,0
820840904,185,2,1,72,1,1,3,5,0,269,0
820840905,202,0,0,125,0,0,0,0,0,327,0
820840906,221,2,0,60,0,0,0,1,0,284,0
820840907,527,103,40,37,0,0,0,1,12,720,0
820840908,283,19,3,11,0,0,0,0,0,316,0
820840909,151,1,0,47,0,1,0,0,0,199,0
820840910,180,4,0,22,0,0,0,0,0,206,0
820840911,159,1,0,47,0,2,0,0,0,207,0
820841001,183,153,28,0,0,0,0,4,52,420,0
820841002,295,138,48,0,0,0,0,0,32,513,0
820841003,202,17,3,1,0,0,0,0,2,225,0
820841004,234,194,28,19,1,0,0,2,20,498,0
820841005,160,107,22,4,0,0,0,0,45,338,0
820841006,293,132,18,2,0,0,0,0,51,496,0
820841007,376,180,32,10,3,0,15,0,54,670,0
820841008,416,51,1,7,0,0,0,4,0,479,0
820841009,354,100,11,2,1,0,0,6,16,490,0
820841010,331,73,24,33,0,0,0,0,9,470,0
820841011,410,112,30,8,2,0,0,1,9,572,0
820841012,358,111,13,15,1,0,0,0,8,507,1
820841013,240,47,19,19,0,0,0,0,22,347,0
820841014,274,65,23,5,4,0,0,0,27,398,0
820841015,174,38,8,9,0,0,0,0,18,247,0
820841016,141,11,3,4,0,0,0,1,0,160,0
820841017,326,69,9,2,0,1,0,1,18,425,0
820841018,441,67,17,3,0,0,0,0,10,538,0
820841019,879,249,86,32,2,0,0,8,73,0,0
820841020,101,79,66,6,0,0,0,0,48,300,0
820841101,238,0,0,0,0,0,0,0,0,238,0
820841102,193,2,0,0,0,0,0,0,0,195,0
820841103,290,4,1,5,0,0,0,0,0,300,0
820841104,231,1,0,1,0,1,0,0,0,233,0
820841105,266,22,5,11,4,0,0,0,2,310,0
820841106,273,30,7,7,1,0,0,0,1,319,0
820841107,415,46,5,5,0,0,0,4,0,475,0
820841108,265,2,0,0,0,0,0,0,0,267,0
820841109,18,1,0,0,0,0,0,0,0,19,0
820841110,469,18,1,5,0,0,0,0,2,495,0
820841111,366,5,0,0,0,0,0,0,0,371,0
820841112,290,4,0,3,2,1,0,0,0,300,1
820841113,169,8,3,0,1,0,0,0,0,181,0
820841114,213,68,48,3,0,0,0,0,7,339,0
820841115,195,3,1,12,0,0,0,3,0,214,0
820841116,266,0,0,9,0,1,0,0,0,275,0
820841117,316,3,0,29,1,0,0,0,0,349,0
820841118,296,2,0,13,0,0,9,5,0,325,0
820841119,304,10,2,7,0,0,0,0,0,323,0
820841201,332,55,17,21,0,0,0,4,4,433,0
820841202,237,38,16,14,0,0,0,0,0,305,0
820841203,293,27,4,8,0,0,0,0,0,332,0
820841204,332,32,14,3,0,0,0,0,0,381,0
820841205,272,29,5,2,0,0,0,0,0,308,0
820841206,283,112,33,1,0,1,0,0,32,461,0
820841207,217,18,3,1,0,0,0,0,2,241,0
820841208,209,7,7,9,0,0,0,0,0,232,0
820841209,266,28,3,2,0,0,0,0,14,313,0
820841210,243,19,0,0,0,1,0,1,0,263,0
820841211,235,12,0,68,0,0,0,0,0,315,0
820841212,235,7,11,14,0,1,0,0,0,267,0
820841213,224,31,12,11,1,0,0,0,14,293,0
820841214,313,4,2,17,0,0,0,0,0,336,0
820841215,272,16,6,11,0,0,0,0,0,305,0
820841216,230,22,6,9,2,0,0,0,6,275,0
820841217,240,22,15,4,0,0,0,0,0,281,0
820841218,252,108,38,0,0,0,0,0,2,400,0
820841219,189,38,7,6,0,0,0,0,0,240,0
820841220,214,35,7,0,0,0,0,0,5,261,0
820841221,264,47,8,3,0,0,0,0,20,342,0
820841301,284,3,1,20,2,0,0,0,5,315,0
820841302,389,98,2,27,0,0,0,0,58,574,0
820841303,145,53,11,196,0,0,0,0,15,420,0
820841304,283,182,51,9,0,1,0,1,63,589,0
820841305,253,3,1,15,0,0,0,0,0,272,0
820841306,254,35,14,18,0,0,0,0,7,328,0
820841307,130,13,42,4,0,0,0,0,7,196,0
820841308,231,22,26,7,0,0,0,5,17,308,0
820841309,188,11,1,12,0,0,0,0,0,212,0
820841310,296,6,11,26,0,0,0,0,6,345,0
820841311,241,5,3,26,1,1,0,0,0,276,0
820841312,218,1,0,25,2,1,0,0,0,246,0
820841313,257,5,0,180,0,0,0,6,1,449,0
820841314,234,17,13,14,0,0,0,0,3,281,0
820841401,236,6,18,19,0,0,0,2,3,284,0
820841402,143,17,0,45,0,0,0,0,0,205,0
820841403,189,4,0,87,0,1,0,2,1,283,0
820841404,288,1,0,26,0,0,0,0,0,315,0
820841405,256,3,1,10,0,0,0,0,0,270,0
820841406,320,1,0,19,2,0,0,0,0,342,0
820841407,240,6,1,44,0,1,0,0,0,291,0
820841408,284,3,2,17,0,0,0,0,0,306,0
820841409,226,0,0,15,0,0,0,0,0,241,0
820841410,321,2,0,27,0,0,0,0,1,351,0
820841411,151,4,0,10,0,1,0,0,0,165,0
820841501,232,2,1,17,0,0,0,0,0,252,0
820841502,99,2,0,162,0,2,0,0,0,263,0
820841503,194,3,0,43,0,2,0,0,0,240,0
820841504,226,2,1,38,1,1,0,0,0,268,0
820841505,194,0,3,46,1,1,0,0,0,244,0
820841506,200,2,0,57,0,0,0,2,0,261,0
820841507,141,0,1,62,0,0,0,0,0,204,0
820841508,200,12,0,33,0,1,0,0,0,245,0
820841509,158,6,20,35,2,2,0,10,5,236,0
820841601,136,3,0,173,0,0,4,3,0,319,0
820841602,226,2,0,115,0,4,0,1,0,344,0
820841603,202,2,0,172,0,1,1,0,0,377,0
820841604,266,6,1,22,0,1,0,4,0,299,0
820841605,257,0,0,96,0,0,0,0,0,353,0
820841606,167,4,1,123,0,0,2,0,0,297,0
820841607,164,2,1,269,2,0,9,0,0,447,0
820841608,133,2,0,72,0,0,1,7,0,215,0
820841609,200,1,0,167,0,7,0,4,0,372,0
820841610,161,2,0,90,0,0,0,0,0,253,0
820841611,122,11,0,62,0,0,0,0,0,195,0
820841612,95,2,0,120,3,2,1,1,0,222,0
820841701,66,3,0,88,6,2,0,0,1,165,1
820841702,90,0,2,140,1,1,0,6,0,239,0
820841703,54,2,0,155,0,1,0,0,0,211,0
820841704,83,0,0,172,1,4,2,20,0,278,0
820841705,108,15,0,102,0,3,1,0,0,226,0
820841706,127,2,0,157,0,1,0,6,0,292,0
820841707,69,2,0,179,0,0,0,0,0,250,0
820841708,55,0,0,91,0,0,0,1,0,147,0
820841709,88,0,0,223,0,2,0,3,0,314,0
820841710,65,3,0,210,0,0,9,0,0,287,0
820841711,130,2,0,235,0,3,0,2,0,369,0
820841712,101,1,0,155,0,0,3,2,0,262,0
820841713,118,2,0,156,0,1,6,0,0,282,0
820841714,76,1,0,143,2,3,3,0,0,225,0
820841715,94,0,0,268,0,1,1,12,0,375,0
820841716,74,8,0,91,0,0,0,1,0,174,0
820841717,59,4,0,114,0,2,0,0,0,177,0
820841718,53,1,0,229,1,0,0,0,0,284,0
820841719,82,0,0,178,0,0,0,0,0,260,0
820841801,90,1,0,325,1,2,0,0,0,417,0
820841802,35,0,1,125,0,0,0,0,0,161,0
820841803,32,0,0,141,0,0,0,0,0,173,0
820841804,62,0,0,382,0,0,0,0,0,444,0
820841805,15,0,0,279,1,1,0,0,0,295,0
820841806,31,0,0,200,0,0,0,1,0,232,0
820841807,50,1,0,386,0,0,0,0,0,437,0
820841808,10,0,0,237,0,0,0,0,0,247,0
820841809,32,0,0,231,1,0,0,0,0,264,0
820841810,59,0,0,197,0,0,6,0,0,262,0
820841811,123,2,0,215,1,1,0,0,0,341,0
820841812,77,0,0,148,0,0,0,0,1,226,0
820841813,19,2,0,362,0,0,10,0,0,393,0
820841814,60,0,0,161,0,0,0,0,0,221,0
820841815,11,0,0,211,1,1,0,0,0,223,0
820841816,13,0,0,140,0,0,0,0,0,153,0
820841817,21,0,0,177,0,0,0,0,0,198,0
820841818,63,1,0,215,1,5,0,0,0,280,0
820841901,12,0,0,273,0,0,0,0,0,285,0
820841902,13,0,0,236,0,0,0,0,0,249,0
820841903,21,0,0,338,0,0,0,0,0,359,0
820841904,18,0,0,170,1,1,0,0,0,189,0
820841905,14,0,0,181,2,0,0,0,0,197,0
820841906,42,0,0,166,0,0,0,0,0,208,0
820841907,34,1,0,165,1,0,0,0,0,201,0
820841908,25,0,0,284,0,2,0,0,0,309,0
820841909,41,0,1,311,0,2,1,0,0,354,0
820841910,48,0,0,307,0,4,0,2,0,357,0
820841911,32,0,0,229,0,0,0,3,0,264,0
820841912,23,0,0,243,0,1,0,0,0,266,0
820841913,11,0,0,149,0,0,0,2,0,162,0
820841914,21,0,0,153,0,1,0,0,0,174,0
820841915,12,0,0,214,0,0,17,2,0,245,0
820841916,30,0,0,167,0,0,0,0,0,197,0
820841917,50,0,0,246,0,3,0,0,0,296,0
820841918,37,0,0,289,2,0,0,2,0,330,0
820841919,36,0,0,121,0,1,4,0,0,161,0
820841920,22,0,0,176,0,0,0,0,0,198,0
820841921,19,0,0,136,0,0,0,0,0,155,0
820841922,20,0,0,72,0,0,0,1,0,93,0
820841923,14,1,0,109,1,1,32,0,0,157,0
820841924,13,0,0,232,1,2,0,0,0,246,0
820842001,28,0,0,184,0,1,0,0,0,212,0
820842002,37,0,0,210,2,1,0,0,0,249,0
820842003,18,1,0,331,0,1,0,0,0,350,0
820842004,15,0,0,193,0,0,4,0,0,212,0
820842005,4,0,0,155,0,0,1,0,0,160,0
820842006,10,0,0,222,0,0,4,4,0,240,0
820842007,2,0,0,261,0,0,0,0,0,263,0
820842008,2,0,0,203,0,0,0,22,0,227,0
820842009,45,0,0,242,0,2,7,1,0,295,0
820842010,26,0,0,141,0,1,0,0,0,167,0
820842011,18,0,0,210,0,1,0,0,0,228,0
820842012,3,0,1,208,0,3,4,0,0,217,1
820842013,18,0,0,289,0,0,0,0,0,307,0
820842014,11,0,0,227,0,0,6,2,0,246,0
820842015,7,0,0,121,0,1,0,0,0,128,0
820842016,9,0,0,142,0,3,0,0,0,151,0
820842017,0,0,0,118,0,0,0,0,0,118,0
820842101,20,0,0,237,0,2,15,0,0,272,0
820842102,20,0,0,283,0,1,0,0,0,303,0
820842103,11,3,0,282,0,0,0,0,0,296,0
820842104,11,0,0,356,0,0,0,0,0,367,0
820842105,10,0,0,156,0,0,0,0,0,166,0
820842106,6,0,0,37,0,0,0,0,0,43,0
820842107,26,2,0,262,0,0,4,0,0,294,0
820842108,5,0,0,253,0,4,0,0,0,258,0
820842109,8,0,0,237,2,1,0,0,0,247,0
820842110,2,0,0,242,0,0,0,5,0,249,0
820842111,10,0,0,224,0,1,12,2,0,248,0
820842112,4,0,0,145,0,0,0,0,0,149,0
820842113,0,0,0,64,0,0,0,0,0,64,0
820842114,9,0,0,308,0,0,0,0,0,317,0
820842115,6,0,0,191,0,0,0,0,0,197,0
820842116,17,0,0,249,0,0,0,0,0,266,0
820842117,3,0,0,198,0,0,0,0,0,201,0
820842201,4,0,0,245,0,2,0,0,0,249,0
820842202,20,0,0,208,0,1,32,0,0,260,0
820842203,4,0,0,233,0,2,0,0,0,237,0
820842204,0,4,0,0,0,2,0,0,0,4,0
820842205,20,0,0,267,0,1,0,5,0,292,0
820842206,14,0,0,288,0,0,1,1,0,304,0
820842207,47,3,0,284,0,5,0,0,0,334,0
820842208,17,0,0,282,1,6,1,2,0,303,0
820842209,12,0,0,223,1,1,12,8,0,256,0
